,NEAT,SGA,SLM (OLS)
0,166.22997801512247,114.77971597199212,0.18656952001038007
1,270.6816717549809,43.207818524795584,0.2788695020135492
2,166.55304082573275,57.20019337933627,0.14246176203596406
3,160.7057402599894,111.37855468696216,0.5431019399838988
4,339.00089646183187,204.35009374975925,1.4715734430064913
5,237.26224136314704,43.48653630228364,0.14967549400171265
6,160.2208953020745,43.29691480300971,4.944102705077967
7,160.63937030127272,26.094440929882694,0.5865227479953319
8,165.83201068799826,44.15299238188891,0.6559012519428506
9,164.8752944220032,57.55545413403888,0.17581858299672604
10,166.26913599393447,26.51453769975342,0.6725421079609077
11,260.18425240015495,206.3808547310764,0.31127210502745584
12,238.30780075714574,57.869374761969084,0.1295367700222414
13,240.9017593212193,111.70825877747848,0.20682202899479307
14,217.76981586607872,58.26408081914997,0.13146307901479304
15,249.71480927002267,45.33467643181211,0.3053683979669586
16,167.76843826816184,26.3013413301087,2.297954416979337
17,303.865486457129,26.56406095996499,3.2437044330872595
18,162.15860180809977,44.187681313662324,1.5328646899433807
19,252.49769596205442,44.294847848883364,0.14834536501439288
20,164.22835280292202,112.39656778122298,0.20139608002500609
21,244.93504199918243,44.37298828785424,0.8107951769779902
22,257.31255710989353,114.12036046787398,0.8293550340167712
23,164.00787402383867,113.28439402391086,2.4838097500032745
24,163.41163977683755,113.57105762010906,0.36363003597944044
25,161.41807300419896,44.39463759877253,0.14731622900580987
26,167.52569647616474,208.47558863001177,2.1313254119304474
27,218.71486614694004,210.17358888089075,1.6609307749313302
28,234.27438753595925,44.14461029009544,1.1310918129747733
29,164.60287782282103,26.971992167207645,0.4120713720622007
