,NEAT,SGA,SLM (OLS)
0,2,15,56
1,2,1,4
2,3,1,34
3,3,15,3
4,3,9,40
5,2,2,9
6,2,1,11
7,2,9,37
8,2,15,20
9,2,4,22
10,2,2,18
11,9,2,8
12,2,1,39
13,2,4,30
14,10,4,24
15,12,4,201
16,4,2,12
17,2,1,8
18,2,1,5
19,2,9,11
20,2,9,4
21,2,4,147
22,2,4,4
23,2,9,10
24,2,15,10
25,2,1,5
26,2,4,89
27,7,9,4
28,4,2,9
29,2,9,21
