,MLP,NEAT,RF,SGA,SLM (Ensemble),SLM (OLS),SVM
0,0.2401922307076307,0.362733959691702,0.0,0.30416861137013346,0.32627961309927345,0.019602804023627896,0.0
1,0.09805806756909202,0.36973813185463184,0.2594372608313854,0.3033449539751082,0.1776493231070349,0.3623495949418502,0.0
2,0.0,0.545588687606112,0.09805806756909202,0.327060143241315,0.20525979223086013,0.3963337269869441,0.0
3,0.32522181779399545,0.35735995922469677,0.0,0.31246595512531616,0.3044293493661969,0.01780474805407553,0.0
4,0.2594372608313854,0.522528362851581,0.0,0.3531738526823663,0.1816182177997688,0.3695579238133972,0.0
5,0.0,0.3473702075460948,0.0,0.29752294941865925,0.2334268087009872,0.07569198006236907,0.0
6,0.0,0.3323295973233454,0.0,0.3509390534768098,0.334985688932681,0.016535910524291958,0.0
7,0.2192645048267573,0.3418241194341037,0.0,0.31064155218811046,0.28862039918229726,0.043688221460996324,0.0
8,0.09805806756909202,0.36664872664345166,0.09805806756909202,0.2748521116550069,0.19850019270893773,0.3791174422102548,0.0
9,0.1386750490563073,0.34992715934248453,0.2594372608313854,0.3220380818806402,0.20426010317435037,0.4364024234373475,0.09805806756909202
10,0.2594372608313854,0.33805297134406076,0.4385290096535146,0.33560682546109866,0.278030231363523,0.025588425188268718,0.0
11,0.1386750490563073,0.28029118399618275,0.0,0.24595877647556486,0.3047407251874863,0.37704210825636175,0.0
12,0.09805806756909202,0.32624965714868365,0.0,0.3272150514143046,0.21629984180427908,0.2029796907798962,0.0
13,0.42742520713255516,0.5154810788138912,0.0,0.30019468758000745,0.2687412230788428,0.3018774062389773,0.0
14,0.0,0.2867734023208005,0.0,0.31599568265516503,0.31439468930031533,0.072474493726883,0.0
15,0.3922322702763681,0.32304630100495335,0.09805806756909202,0.3098966092976239,0.18591703188575207,0.4173219687071745,0.0
16,0.0,0.514752803852176,0.0,0.32600503124039487,0.21657367056978744,0.34198900384966247,0.0
17,0.09805806756909202,0.5174566411179949,0.0,0.29659997805706895,0.29670589449731627,0.44867930465216654,0.09805806756909202
18,0.1386750490563073,0.3313799892890218,0.0,0.3270081142824339,0.10350152519807705,0.08692609483324767,0.0
19,0.16984155512168936,0.3314799408903251,0.09805806756909202,0.2877146644926015,0.253110119825037,0.18741142502998162,0.0
20,0.19611613513818404,0.30807857604747607,0.0,0.3471809778044705,0.2325075424568457,0.4232921302625272,0.0
21,0.0,0.3501899366104193,0.0,0.3729811450759192,0.2938476678054916,0.014397641367296765,0.0
22,0.09805806756909202,0.4742232736082187,0.0,0.32610786472733094,0.15325138143795247,0.4143954019704991,0.0
23,0.0,0.329881331252038,0.0,0.342562910597793,0.18084604531125215,0.4518391486703656,0.0
24,0.0,0.5425009675842685,0.09805806756909202,0.3352444182764611,0.1804443946937231,0.199002341165074,0.1386750490563073
25,0.0,0.31818034845623594,0.0,0.3409601515489662,0.19231543294440884,0.01498080381743959,0.3668996928526714
26,0.0,0.34948193780110515,0.3396831102433787,0.3828953608948617,0.2013197210555802,0.43063917025853427,0.31008683647302115
27,0.0,0.5002982343213166,0.0,0.23203015657578352,0.20864367297193068,0.4074535263348745,0.0
28,0.09805806756909202,0.31960305010330353,0.0,0.2950761626553077,0.1717275778672471,0.09377952795563668,0.0
29,0.0,0.3498343235707934,0.0,0.3155961776229348,0.20792373914895393,0.08820575608760421,0.0
