,NEAT,SGA,SLM (OLS)
0,6,9,48
1,2,9,198
2,2,2,201
3,2,15,201
4,2,1,402
5,6,15,201
6,2,9,402
7,2,4,8
8,2,1,603
9,10,2,10
10,2,15,84
11,2,4,201
12,5,9,37
13,2,15,201
14,5,2,201
15,9,15,260
16,17,9,68
17,3,9,4
18,10,15,402
19,2,2,201
20,2,1,402
21,2,1,603
22,6,1,201
23,2,4,201
24,2,2,68
25,7,1,128
26,11,4,28
27,2,9,86
28,3,2,174
29,2,9,37
