,NEAT,SGA,SLM (OLS)
0,2,15,12
1,2,15,12
2,5,1,2
3,7,15,6
4,16,1,15
5,2,2,4
6,4,15,8
7,2,2,3
8,2,9,10
9,1,9,5
10,2,15,6
11,2,9,6
12,2,15,6
13,2,9,10
14,6,2,6
15,2,1,6
16,3,9,12
17,4,1,4
18,2,15,4
19,4,2,21
20,2,15,4
21,2,1,27
22,2,9,6
23,2,1,8
24,2,1,3
25,2,9,10
26,2,1,8
27,2,9,4
28,2,1,2
29,3,1,8
