,NEAT,SGA,SLM (OLS)
0,153,1861,498
1,153,613,133
2,153,613,92
3,153,1231,96
4,153,613,426
5,153,1231,10
6,12,613,45
7,45,3121,90
8,153,3121,224
9,153,1225,144
10,153,613,75
11,153,1231,50
12,176,1861,203
13,13,1225,127
14,153,1225,142
15,11,1861,37
16,153,3121,101
17,10,613,41
18,16,3121,33
19,153,1861,40
20,20,1225,106
21,9,1225,126
22,159,1231,126
23,153,1231,68
24,153,3121,94
25,12,1231,165
26,160,1861,20
27,153,1231,92
28,153,1231,50
29,59,1861,221
