,MLP,NEAT,RF,SGA,SLM (Ensemble),SLM (OLS),SVM
0,0.955733496374224,0.8647553437108078,0.3581302691954135,0.6956728854412513,0.7525468725078454,0.8455529778555958,0.5115291655778813
1,1.0530144630845673,1.0434159591041012,0.8143418000305528,0.9492366042985658,0.9852060829008003,0.9983376144402852,0.656622949928553
2,0.8694794107124691,0.9090587928873368,0.7958159967094646,0.8528547722636154,0.2134472361656273,0.9009232918986341,0.5762124604173623
3,0.9444520413111683,1.0366613584718614,0.9052228389348789,0.967069731580642,0.9417226344689958,0.9743138801010599,0.5500031126400591
4,0.9866052388690414,1.0752079213523407,0.5917518345352231,1.0436971990006945,1.0191964178430746,1.0221498469201036,0.9539381591029777
5,0.9590461145936218,0.9562288956787438,0.41870808967123274,0.7820477902353473,0.9281597032597669,0.9045609712538626,0.6031071797532406
6,0.990955828081658,0.8625595895147495,0.8378241511816927,0.849164656728936,0.9526241304935885,0.9320218606158952,0.5881198233893424
7,0.8673980084154641,0.87962977991848,0.48153309410210476,0.781305717222049,0.9093040313646762,0.9139275815280974,0.5494419446975889
8,0.9083368428233166,0.9553866831845221,0.7333181876864158,0.7953936620203443,0.6025244392439816,0.9253263187895547,0.6496197250869021
9,0.9198335353636854,1.0495842154097508,0.9177846068139571,0.8408539817790425,1.0021373347366476,1.0234935340862619,0.6558889646545897
10,1.0356038868835047,1.0039198975860295,0.7688346417727474,0.9315602896810965,0.9788907773603409,0.9941949672823952,0.6122605955121561
11,0.9936765216866618,0.9812158966942346,0.8752893767173123,0.9202721010265724,0.9178684004846256,0.9507375511563729,0.597983885676782
12,0.9361740673537358,0.8879849057451636,0.4593114012065726,0.7946085074494297,0.9269864972499838,0.9566500952218744,0.5623808300276454
13,0.9805279483352157,0.8814554940173049,0.7709412261966283,0.8967043384288322,0.9572444863967271,0.9989723200920434,0.9137985701208154
14,1.1516183003680107,1.1208245867924902,0.9957524901555823,0.9618843501135238,1.0744879059807277,1.111070034232019,0.7302555663293906
15,1.046504092925786,0.8769340976373753,0.8471216457311086,0.784674693984523,0.9803072483224999,0.9755398673943257,0.5287310772103179
16,1.05346607162559,1.0328162211576484,0.9056713452703098,0.8675878348989792,0.9768539652131066,1.004179942090984,0.5126219162629789
17,1.0452440469383257,0.9100512916741906,0.7625932433293185,0.8582701115389532,0.9160510924038081,0.8927328988703085,0.5845928048664771
18,0.723419989614523,0.755421117571484,0.7784734303788151,0.7181933066279705,0.8680839431796065,0.8760548627772891,0.5940794886004428
19,0.9461727739276813,0.9747024172338027,0.7986988837454851,0.8311740182029685,0.9312394646376017,0.9466744225561877,0.811984942636137
20,1.003822836411062,0.8576312607779105,0.7727000882844853,0.8673793699399706,0.9662005886880429,0.9395335534007764,0.7692668961294462
21,1.017443841262181,0.9472363819405558,0.905225282722279,0.9799095102684803,0.9822593092816208,0.9975709285085319,0.8218952098397426
22,0.9528835208780716,0.8984333889160846,0.7861541624697265,0.8776617773476417,1.0209413095595015,1.0022186927319718,0.868702266681078
23,0.9077222434568677,0.9614842109062046,0.8513649197919153,0.8428663950015108,0.9426893666055578,0.9581479149581842,0.4421102173116613
24,0.9203286010587931,1.0070457904547678,0.4987112196178152,0.8168286752409315,0.9100673796907077,0.9597838262548961,0.6146830701469691
25,0.8281113368071231,0.8958717288018829,0.7308820018375175,0.7700187409724483,0.9492041659420366,0.921454818185515,0.7428605626865835
26,1.0001831659249103,0.8852873002703552,0.8151603760855407,0.9524607483038998,0.9751502131750024,0.9995222185358151,0.563831408028226
27,0.915986679597001,1.0413915392106277,0.9255872821906028,0.965694570229028,0.9494649316673233,1.0057671066148335,0.5806933235054085
28,0.8289968875225191,0.9303476398336703,0.7721179348574779,0.7669685753349352,0.869671225047462,0.8940425464946367,0.5660273703885708
29,0.8760815569629421,0.878250108356871,0.7318736398923024,0.9011180464023189,0.901171047517037,0.9164040885216487,0.592240422622068
