,NEAT,SGA,SLM (OLS)
0,0.965652231340069,0.8983132924958643,0.8446626974192368
1,0.9534488178571114,0.8854222399714401,0.7528483028666642
2,0.9434622622618623,0.8696497932164655,0.6953040760019346
3,0.9391842649683774,0.8575026965530269,0.6591260461634142
4,0.9324782560499523,0.842959514498418,0.6350654585205875
5,0.9292306363883127,0.8297756318347315,0.6219504620711312
6,0.9211746596336489,0.8162483357903165,0.6113913498065134
7,0.9162441196795114,0.8079943545377084,0.6029045644265897
8,0.914140232855281,0.7956773000313587,0.5927002731689126
9,0.9072844393140478,0.7850081824858053,0.5834147524987289
10,0.902885784479335,0.7767817207678712,0.5759362925421776
11,0.9012696287870126,0.7686549796558583,0.5709621698758092
12,0.8974697559516082,0.7614030812686342,0.5652825667638335
13,0.8957271101107831,0.7545457323673574,0.5584223580783124
14,0.8953598666847784,0.74601848939149,0.5521371607305006
15,0.8855286565779643,0.7410077141475544,0.5456403361926534
16,0.8839603189796906,0.7341230549659509,0.5401708614998965
17,0.8817163241044176,0.7304067528659955,0.5341931271772039
18,0.8806646347242648,0.7268912541435802,0.5290518034451592
19,0.8790855822735664,0.7207243529361863,0.5244580289930302
20,0.8754480499115904,0.715632532691773,0.5196905339412553
21,0.873135553210227,0.7120731956752893,0.5152776799731609
22,0.8701353388982574,0.7068079584923258,0.5109944042780066
23,0.8682832433472307,0.7030518462448498,0.5073068145805478
24,0.8653514421615662,0.6986135736548535,0.5034465111132292
25,0.864394072856529,0.6956431147544365,0.4995727848528878
26,0.863234391717496,0.6925842412355048,0.49593678726900126
27,0.8624969213427218,0.6890026718630663,0.49281310541631923
28,0.8615812900120629,0.6853655510751425,0.4897238871386242
29,0.8610645854272281,0.6834433736284392,0.4866511700048057
30,0.8609382267551157,0.6798764937669284,0.4837187448973644
31,0.857223059895957,0.676717483286036,0.4810879578916346
32,0.8559378245592237,0.6744040463362609,0.4786156848613292
33,0.8544710443371593,0.6719421392358048,0.4761232415012609
34,0.8529320708124367,0.6699758317442277,0.4735752689374043
35,0.8513942380328421,0.6661430172836353,0.4708582762082829
36,0.8508695523946941,0.663717397851218,0.4685309412339532
37,0.8508257503330204,0.6612650246035566,0.46598765083392535
38,0.8498940461113432,0.6583849440806503,0.46335708055663855
39,0.8488683068108588,0.6563467435563165,0.4610516350919806
40,0.8469969991101355,0.6538615129277361,0.45857366797224575
41,0.8440070966537121,0.6514215005319426,0.4562593700715849
42,0.8429700749203317,0.6495430666104506,0.45368977234183266
43,0.8424936261701114,0.6479471779224925,0.45167981070425944
44,0.8417398194854058,0.6458558745076858,0.44975130668259833
45,0.8401661019432111,0.6438222005082438,0.44799091523607204
46,0.8370124813012331,0.6417136656615209,0.4458651846214581
47,0.8369792030783727,0.6398945659411502,0.4441484193526739
48,0.8368444964778396,0.6378206082712622,0.4422665751944968
49,0.8363271925641066,0.6361255215456908,0.4405630701806088
50,0.8362066093792363,0.6334823333991778,0.4387349610245804
51,0.8351160863902071,0.6317174669941715,0.43690697400603423
52,0.8334409740497306,0.6302169536133579,0.4353655773388461
53,0.831738748522236,0.628653071427683,0.43367193875480176
54,0.8311320093893445,0.6264321212977806,0.43200381665496856
55,0.8305472006336765,0.6247122734435518,0.4303075725001934
56,0.830387915335797,0.6227354679969541,0.42876776379163284
57,0.8303412565037616,0.6212641289043436,0.4270758037887854
58,0.8292108492946685,0.6195067510185323,0.42561884998535243
59,0.8289331384864084,0.6178677508297221,0.42427986236404996
60,0.8287825150007233,0.6167607672272681,0.42284494725866545
61,0.8285415833852533,0.6149891486192233,0.4212648613852125
62,0.8283393270431798,0.6138703673639277,0.419798195577955
63,0.8277567126244789,0.6117725025120201,0.418466737477037
64,0.8274878426137892,0.6105982557344707,0.41645589501241886
65,0.8264715835958862,0.6093184310287179,0.4151261094289728
66,0.8257165290813281,0.6081968650930482,0.41390514744716767
67,0.8240986699422937,0.6065860077840968,0.41267045620408477
68,0.8238816241603033,0.6047001570066435,0.4113214628726515
69,0.8238127529524983,0.6029802505475491,0.4101234618555612
70,0.8229629512623693,0.601751627215018,0.4088265796532098
71,0.8223167251727523,0.6005306070375186,0.40755434707407207
72,0.8222568960851648,0.5992526247720102,0.40627310554149
73,0.8220319599991212,0.5980685739449358,0.40742232516696
74,0.8219140258885541,0.5972849306189111,0.40628124882752686
75,0.8209258467301824,0.5961663415810429,0.4042434982030525
76,0.8204457850788487,0.5947487231329494,0.40316666518133315
77,0.8203219584350581,0.5933965938390455,0.40196961680721743
78,0.8203219584350581,0.5921911426558183,0.40064968448151633
79,0.8167464605537549,0.5914578135891537,0.3992648117011468
80,0.816738201585222,0.5899635781299122,0.3982558644921611
81,0.8161370602474368,0.5890409971045293,0.3971172662053651
82,0.8160831436315091,0.5876428435791808,0.3961191850510985
83,0.8149008904821476,0.5869556784279233,0.39517111102477936
84,0.8149008904821476,0.5860038706358079,0.3940459920495336
85,0.8145714195264507,0.5849043644306195,0.39301513325462106
86,0.8144813475862908,0.583105229768542,0.39206831256480207
87,0.8143422720042023,0.5822308177426779,0.3910999055847334
88,0.814268782426129,0.5811132404913416,0.39105316122968126
89,0.8140495882467399,0.5803481241079215,0.3900320047603201
90,0.8139014107220988,0.5792022587750206,0.38898555852579136
91,0.8132656840935873,0.577785884785791,0.38799767069158014
92,0.8127869095712109,0.5767489866349511,0.3870456496898926
93,0.8126706605593844,0.5759171932966098,0.386142972692241
94,0.8121793910184169,0.5742914871731851,0.3852469696435981
95,0.8118197143713439,0.5735669349665287,0.384351410073866
