,MLP,NEAT,RF,SGA,SLM (Ensemble),SLM (OLS),SVM
0,0.33427806148565276,0.9805696544291612,0.1815410011655483,0.482520257954043,0.3940705301273275,0.3944308258006873,0.2776553994135938
1,0.3186523551162636,0.9773788727127294,0.17432274208117485,0.5356152046396523,0.3726467290408558,0.3250762034009388,0.26351828916945763
2,0.3579099516599332,0.6015126339103661,0.20151216729417443,0.5602775200688546,0.4902328191696119,0.35370764181592423,0.23800866960854297
3,0.3443242578414866,0.9964639035814252,0.16479338062880272,0.4934290872324568,0.34291679811108244,0.301844798428522,0.3014983455510639
4,0.34705855168780414,0.5782130900217687,0.16422306459626027,0.5389558948862625,0.37565261044899123,0.3212765596290723,0.30344980608281175
5,0.3423202766146431,0.9731418071462618,0.18772031385972027,0.47240295480274536,0.38114398504240005,0.437222887423705,0.293743797253806
6,0.3345386887646212,0.46959654301459886,0.18480120564159946,0.5643019289379959,0.41893338747818804,0.32420578511075504,0.2767560047906433
7,0.342738335077441,0.9632860216694883,0.17199774810226823,0.459844937029978,0.5199312501806612,0.314810098261582,0.2917648016853603
8,0.3214457666472303,0.9964746083724333,0.1709664583769264,0.5180596100043077,0.5014452711892302,0.3396742201509268,0.2816684087500647
9,0.3555769018814239,0.8563125787145964,0.19489923862219447,0.49389003641546947,0.4686321349955176,0.33923554589266963,0.330907181008252
10,0.3506852658225901,0.5319089613119943,0.17351411372274228,0.5472103790367775,0.3915462388397808,0.3307333921250511,0.34318615798676105
11,0.3501908987285452,1.0227288662100436,0.19660926975191767,0.5902002171420485,0.49648248829294983,0.31393077829180993,0.3110398548531795
12,0.32958780148292693,0.49795221618770924,0.1765544494930391,0.5420687436281544,0.39911786171557917,0.4331955489487286,0.2873656228584765
13,0.31724684871608166,1.0040185906602546,0.17808876298219714,0.49589272796945233,0.43409609140033034,0.35605781775946804,0.34113888112617713
14,0.34368106012379607,0.9333273428527146,0.1757211883939669,0.46686450429932047,0.3835271550243689,0.3770110761692945,0.29449621393283776
15,0.33406562626260516,0.4382266483390862,0.19703839797712872,0.5217742940813701,0.344771428870498,0.3002632883976955,0.27956520011336483
16,0.3519598607489029,0.9868823992732326,0.17077140819435152,0.5267632685898618,0.46216678630668095,0.2810097737928168,0.2746060227221748
17,0.3467771724861706,0.5929094073562038,0.17151391568129573,0.5507787624469066,0.5000756485267686,0.29666505061352555,0.26288515924475025
18,0.3379064284434464,0.612778833135288,0.18661778628912926,0.520893317493238,0.40699277742810264,0.319645284298973,0.299739532282233
19,0.36706301813309417,0.9827418594350361,0.18805943402792794,0.45978186030645585,0.4024670123082072,0.37134290683399257,0.30866462275925277
20,0.343000761022382,0.9653355470192668,0.17558175972259482,0.5041302752916322,0.3797782562442353,0.3005978697956954,0.2896618214867929
21,0.35780405568690754,0.5838269274852148,0.18165816045210548,0.5216597609659636,0.3844328382178128,0.30699535730150224,0.289159933027884
22,0.33078900342499645,0.5574213155751794,0.19118626623909035,0.5335483035896015,0.3803978230016795,0.31118241640382477,0.28470445607762723
23,0.36809744080068113,0.6193697671843024,0.18404836356075008,0.4828657792940223,0.4082361353951442,0.3038987220626286,0.24424968589571674
24,0.3703118115259263,0.5952475786667021,0.19686597086927288,0.4839754856181844,0.36937467358149995,0.3757192323107309,0.2990059227467693
25,0.3585929017794843,0.9725297514619345,0.17585806201383264,0.5218792513636343,0.382462990530903,0.3679075605616756,0.27515969680532915
26,0.3331736971866319,0.9675671618824565,0.18130047390036297,0.5159071628721406,0.35225821894080767,0.32368540231106774,0.26566468815481625
27,0.3301030417482054,0.9692099174827533,0.18720519148658285,0.48362232213955747,0.42958730988870686,0.3895313977484075,0.275822805954442
28,0.3412379452618443,0.5466161624919335,0.18083096137824534,0.4788423760507934,0.4571805485548264,0.4172432596154383,0.2831584521636438
29,0.3366846973767395,0.9045155710455127,0.19226253635800644,0.5433640711172844,0.3945897925143441,0.2982139229818118,0.32313192536210433
