,NEAT,SGA,SLM (OLS)
0,0.033921979581619,0.032859675038573725,0.0012958714553545048
1,0.025138431787585475,0.06116042154753397,0.001351005408383878
2,0.01700458056120051,0.06257602676079542,0.0015198942630523398
3,0.014456938836131411,0.0605733686185402,0.0015071894494502625
4,0.02505771665806245,0.06453323344800416,0.0016596542480590598
5,0.027042401174463344,0.06346467284301675,0.002490239079340774
6,0.022559310040118755,0.06076908542329194,0.0020643831984779653
7,0.023579617688319406,0.06358377247282088,0.0021687073917636603
8,0.019765419234432046,0.06113312143309957,0.002337207468109486
9,0.020140190082994586,0.06343972601030583,0.0022902991295721997
10,0.020778934446072362,0.06276821329571121,0.00226269351492238
11,0.020053271211136054,0.06085004244525691,0.002329359355424612
12,0.019816235588214087,0.06343283759149106,0.002532324809629936
13,0.022152643244184183,0.061319582320718984,0.0025929163020653014
14,0.02262413520077698,0.06405019520916617,0.002533868371829241
15,0.02307774378896678,0.06276342543421819,0.0025619262999928127
16,0.022802138984743626,0.062161266559402364,0.0025563670525727412
17,0.02582735025436177,0.06495575019066566,0.004328501872076943
18,0.028068044361518756,0.06108826868851175,0.002748857316942583
19,0.025414064300050696,0.0634606831131897,0.0028371761816138076
20,0.026392364844477764,0.06415854710511856,0.0030047189862835977
21,0.02644120493075316,0.062389505103590544,0.0029451752097255273
22,0.02984565257338558,0.06468333877523273,0.0031153945541274046
23,0.032798716244709834,0.06227729640220845,0.00313915220354187
24,0.03493751882059013,0.06499639134432092,0.003336997577426259
25,0.03448709117325617,0.06407723076260285,0.0032846724280673413
26,0.03745550058002413,0.061474168990379136,0.0033708041728097056
27,0.037896577032479124,0.06338260808581771,0.0035152577979408206
28,0.040553787985893396,0.061259871770927,0.0036234075915525014
29,0.03742083310056617,0.0654471570008178,0.0036394014510992296
30,0.039534654633661855,0.06380532173059603,0.003678316259350571
31,0.04095390825749273,0.06153605637615034,0.0037617008476866095
32,0.042326163275141916,0.06475800095917598,0.0038689398086664403
33,0.04114630271458429,0.061149990222405526,0.003999984690296893
34,0.04099081550976158,0.06364977965616779,0.00400292112749207
35,0.043585476016593606,0.0640041547567677,0.0041068176958549
36,0.045845456135314426,0.0614624454353361,0.004350495312764088
37,0.04812710251961923,0.0647488669012814,0.004395928696386295
38,0.04794769327482208,0.0623140869581047,0.004502812250478317
39,0.049186868944735625,0.06427972510250198,0.0046388081429845724
40,0.05079208336972926,0.06326268109000975,0.004550225904792409
41,0.05229813985341854,0.061505726495696425,0.004876836491999718
42,0.0532546300117626,0.06384891568422113,0.004668943024470139
43,0.054002612828691024,0.06025494621589883,0.004542164060104707
44,0.054582019811964914,0.06355183508684843,0.004822621554853264
45,0.05364063050876983,0.0630751702809626,0.004951065625027325
46,0.055012072962732375,0.061163912472312044,0.00503308814109547
47,0.054690465463720514,0.0632647669502331,0.0051303776136124276
48,0.05748881031804406,0.06177325867355392,0.005218803358518204
49,0.05413148940297589,0.06416221857430568,0.0054439966909093545
50,0.051680521039984766,0.062804714084471,0.005199855840938404
51,0.05479297321221995,0.060868151228111275,0.005442756664513977
52,0.05719563957110444,0.06225019719972615,0.005563781237882899
53,0.05527557125852985,0.060879463301885935,0.005750647284649803
54,0.056278731750317786,0.0639363905200294,0.0056359317899209805
55,0.05576798129106306,0.06250693642853891,0.005725788664663479
56,0.056649816607179534,0.060779630290576314,0.005877995484512714
57,0.06014767697106759,0.06440920720055933,0.005944782552267567
58,0.062442597562648854,0.059880656231106055,0.005900611389755568
59,0.061476468313089776,0.06233826780317857,0.005873905514076287
60,0.06190888634656074,0.06273149822830419,0.006077947946355638
61,0.06501857105348018,0.06060699204887718,0.006307758569228348
62,0.06407019242489505,0.0638338051179211,0.006129351005718158
63,0.064699442149814,0.061169296456202775,0.006293137383110745
64,0.06431289792150405,0.06453044249962345,0.006506816968745425
65,0.06408454869197619,0.06288947066667955,0.006407667267823091
66,0.0623350332120652,0.06131047741778191,0.006679462973091337
67,0.06169482784208315,0.06410937483274455,0.006810157637052207
68,0.06239550343650985,0.061023977605898894,0.008125643465358394
69,0.06462893851536357,0.0645085795727495,0.00683358762768888
70,0.06847459225940103,0.06412081608123296,0.0064648582916345095
71,0.06347982688159035,0.061404763697642695,0.0074960833337274
72,0.06480791365801991,0.06385026266428008,0.007258398809599473
73,0.06383175573518789,0.06186741460928899,0.007787255923673993
74,0.062404296239292445,0.06421599839965998,0.007681558338222544
75,0.06607952120586498,0.06346467131136416,0.007217016223872077
76,0.0656742724331407,0.06211048526723315,0.007871423373575312
77,0.0655181049514316,0.06332137984366122,0.007949469848626161
