,NEAT,SGA,SLM (OLS)
0,2,4,185
1,2,1,334
2,12,4,230
3,2,15,402
4,2,1,312
5,2,2,192
6,4,1,402
7,2,2,402
8,2,15,146
9,2,4,402
10,18,15,402
11,2,15,402
12,5,1,75
13,2,4,260
14,2,2,192
15,3,9,402
16,2,2,603
17,11,4,402
18,3,9,603
19,2,2,201
20,2,4,402
21,16,2,402
22,8,9,603
23,2,9,543
24,3,4,201
25,2,15,176
26,2,2,402
27,2,2,148
28,9,15,62
29,2,9,402
