,MLP,NEAT,RF,SGA,SLM (Ensemble),SLM (OLS),SVM
0,0.10660035817780522,0.2038300490939708,0.25,0.27774657077392373,0.3022010272418412,0.17850992489237466,0.10660035817780522
1,0.13055824196677338,0.23627579818011452,0.0,0.20425192915411564,0.20163881385336,0.3449251585247612,0.13055824196677338
2,0.07537783614444091,0.1742028572405529,0.13055824196677338,0.2512868196933757,0.21601584368716908,0.30854392973201106,0.07537783614444091
3,0.13055824196677338,0.21407075423826732,0.2717786532523045,0.3082509567128327,0.2391091366513457,0.20500995875896302,0.1685499656158105
4,0.15075567228888181,0.25480381339910724,0.0,0.22035953687903895,0.2584358337450982,0.28866465882085607,0.07537783614444091
5,0.13055824196677338,0.2819220520859507,0.1685499656158105,0.27416599986385837,0.25587760215428595,0.3289747784697322,0.15075567228888181
6,0.15075567228888181,0.2708433499300985,0.13055824196677338,0.20198603014935437,0.20661453385265535,0.3774013790785254,0.15075567228888181
7,0.1685499656158105,0.23418899124488377,0.13055824196677338,0.20172808196857328,0.24037804760593948,0.06993839985823648,0.07537783614444091
8,0.15075567228888181,0.5681953076307493,0.15075567228888181,0.2685665628457652,0.2517376670092569,0.29323217490954023,0.13055824196677338
9,0.10660035817780522,0.25711770487554836,0.21320071635561044,0.28620285648366317,0.2595185195706959,0.1785173360209067,0.13055824196677338
10,0.1685499656158105,0.24114142528488375,0.2820380374088831,0.24772253886678056,0.2526973920807747,0.26042027417279057,0.1685499656158105
11,0.0,0.2113465699776961,0.07537783614444091,0.191450133111571,0.1901441615962663,0.3071106277022739,0.10660035817780522
12,0.1994310088043664,0.22407638201077718,0.1994310088043664,0.29624426287502426,0.2728405875269326,0.36110101530420535,0.10660035817780522
13,0.13055824196677338,0.2585774770816911,0.15075567228888181,0.298078715962008,0.29863069231058204,0.2133474563399629,0.0
14,0.0,0.2578921015155829,0.07537783614444091,0.2638131376174198,0.2646776769687391,0.2398326193496536,0.10660035817780522
15,0.10660035817780522,0.16863572224966933,0.1685499656158105,0.2068559186429456,0.24056114496573364,0.27533033794215667,0.10660035817780522
16,0.10660035817780522,0.18864976120765403,0.0,0.2963292241924788,0.2556550364014607,0.06428366990706463,0.10660035817780522
17,0.10660035817780522,0.46127999163919264,0.10660035817780522,0.23279180197742347,0.19533139878783867,0.32635891454705435,0.10660035817780522
18,0.1846372364689991,0.29523493931543693,0.1846372364689991,0.22535094409725162,0.24429385364851755,0.062438691393834414,0.0
19,0.1846372364689991,0.1507656683444579,0.1846372364689991,0.2035591652165367,0.16547744295358213,0.24108225596139649,0.10660035817780522
20,0.07537783614444091,0.194062609544508,0.0,0.25839524338316017,0.25444972221393103,0.07751134838545905,0.10660035817780522
21,0.0,0.2531215129610546,0.10660035817780522,0.25367288869662175,0.22688297525899878,0.1792251153998466,0.07537783614444091
22,0.15075567228888181,0.2221039648771163,0.0,0.2517137804566554,0.19560240086591524,0.16314721826131495,0.26111648393354675
23,0.0,0.18190220743360902,0.15075567228888181,0.21412759239811377,0.22130922347802956,0.0907250595669652,0.0
24,0.1685499656158105,0.20420056116204843,0.13055824196677338,0.3091827235719355,0.24532683901816468,0.2879493235745248,0.13055824196677338
25,0.13055824196677338,0.27491658993358076,0.1685499656158105,0.2135756613606906,0.24162602318749501,0.26225286336522224,0.13055824196677338
26,0.07537783614444091,0.2506694132011852,0.1685499656158105,0.23070022550305413,0.24029959601576212,0.30326652326706727,0.10660035817780522
27,0.07537783614444091,0.15805858206458537,0.0,0.25463421614135406,0.21692616384190708,0.2434475133036101,0.07537783614444091
28,0.10660035817780522,0.2811503853595611,0.1994310088043664,0.2825151774512755,0.2704715964176278,0.11208667068167064,0.15075567228888181
29,0.1994310088043664,0.2235767948306434,0.1685499656158105,0.2973695969730445,0.2317566567603833,0.3304531480811743,0.15075567228888181
