,NEAT,SGA,SLM (OLS)
0,17,141,1751
1,17,235,577
2,18,71,22918
3,9,141,10
4,17,141,18
5,22,235,16112
6,39,147,25
7,17,71,12
8,17,71,67
9,8,411,12
10,7,71,1745
11,17,141,14
12,22,141,528
13,17,71,942
14,14,411,1752
15,12,411,333
16,17,147,15141
17,17,147,77
18,17,141,1754
19,17,147,87
20,17,411,35
21,17,141,18
22,19,147,153
23,17,147,1528
24,17,235,161
25,17,141,465
26,31,235,10
27,17,411,1236
28,6,71,840
29,30,147,71
